d43291684d6412f537d7f2001c21ad58313643a3556b730c287aed2015624a31,1,cffaedfe07000001030000800200000012000000c0070000850020040000000019000000480000005f5f504147455a45524f00000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000019000000280200005f5f544558540000000000000000000000000000010000000030010000000000000000000000
b24dd25b42e82a9b4a3fedf05913a4318154e6b04d7e54510f9d3dcf4c8d3438,1,cffaedfe07000001030000800200000012000000c0070000850020040000000019000000480000005f5f504147455a45524f00000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000019000000280200005f5f544558540000000000000000000000000000010000000030010000000000000000000000
3afb321a3e194a41da2ee825c922da21205cf64003e39b73ccc8b3a2fb80acbc,1,cffaedfe07000001030000800200000012000000c0070000850020040000000019000000480000005f5f504147455a45524f00000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000019000000280200005f5f544558540000000000000000000000000000010000000030010000000000000000000000
f409b059205d9a7700d45022dad179f889f18c58c7a284673975271f6af41794,1,cffaedfe07000001030000800200000012000000c0070000850020040000000019000000480000005f5f504147455a45524f00000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000019000000280200005f5f544558540000000000000000000000000000010000000030010000000000000000000000
4cf88ff2bc165ff98d6e4b7d02d44126892fdb417bdc30aa3c8209b8cf4bb890,1,cffaedfe0700000103000000020000000a000000b8060000000000000000000019000000480000005f5f504147455a45524f00000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000019000000780200005f5f5445585400000000000000000000000000010000000000f0240000000000000000000000
6d8b9d052d6a324fced47690234291306cdc744613302a922c72390c4dedae42,1,cffaedfe07000001030000800200000012000000c0070000850020040000000019000000480000005f5f504147455a45524f00000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000019000000280200005f5f544558540000000000000000000000000000010000000030010000000000000000000000
3e6317229d122073f57264d6f69ae3e145decad3666ddad8173c942e80588e69,1,4d5a90000300000004000000ffff0000b800000000000000400000000000000000000000000000000000000000000000000000000000000000000000000100000e1fba0e00b409cd21b8014ccd21546869732070726f6772616d2063616e6e6f742062652072756e20696e20444f53206d6f64652e0d0d0a2400000000000000f8458c58bc24e20bbc24e20bbc24e20be74ce10ab624
dcaf62ee4637397b2aaa73dbe41cfb514c71565f1d4770944c9b678cd2545087,1,4d5a90000300000004000000ffff0000b800000000000000400000000000000000000000000000000000000000000000000000000000000000000000f00000000e1fba0e00b409cd21b8014ccd21546869732070726f6772616d2063616e6e6f742062652072756e20696e20444f53206d6f64652e0d0d0a240000000000000017459d915324f3c25324f3c25324f3c2084cf0c35924
7d14b98cdc1b898bd0d9be80398fc59ab560e8c44e0a9dedac8ad4ece3d450b0,1,4d5a90000300000004000000ffff0000b800000000000000400000000000000000000000000000000000000000000000000000000000000000000000f00000000e1fba0e00b409cd21b8014ccd21546869732070726f6772616d2063616e6e6f742062652072756e20696e20444f53206d6f64652e0d0d0a24000000000000003a1971847e781fd77e781fd77e781fd725101cd67478
8962de34e5d63228d5ab037c87262e5b13bb9c17e73e5db7d6be4212d66f1c22,1,4d5a90000300000004000000ffff0000b800000000000000400000000000000000000000000000000000000000000000000000000000000000000000000100000e1fba0e00b409cd21b8014ccd21546869732070726f6772616d2063616e6e6f742062652072756e20696e20444f53206d6f64652e0d0d0a2400000000000000f8458c58bc24e20bbc24e20bbc24e20be74ce10ab624
608e2b023dc8f7e02ae2000fc7dbfc24e47807d1e4264cbd6bb5839c81f91934,1,4d5a90000300000004000000ffff0000b800000000000000400000000000000000000000000000000000000000000000000000000000000000000000000100000e1fba0e00b409cd21b8014ccd21546869732070726f6772616d2063616e6e6f742062652072756e20696e20444f53206d6f64652e0d0d0a2400000000000000f8458c58bc24e20bbc24e20bbc24e20be74ce10ab624
5573cbe13c0dbfd3d0e467b9907f3a89c1c133c774ada906ea256e228ae885d5,1,4d5a90000300000004000000ffff0000b800000000000000400000000000000000000000000000000000000000000000000000000000000000000000f80000000e1fba0e00b409cd21b8014ccd21546869732070726f6772616d2063616e6e6f742062652072756e20696e20444f53206d6f64652e0d0d0a2400000000000000c175acd58514c2868514c2868514c286de7cc1878f14
762bb8a7209da29afb89f7941ae1c00a04cf45a144c6c5dddcfa78ff0d941539,1,4d5a90000300000004000000ffff0000b800000000000000400000000000000000000000000000000000000000000000000000000000000000000000f80000000e1fba0e00b409cd21b8014ccd21546869732070726f6772616d2063616e6e6f742062652072756e20696e20444f53206d6f64652e0d0d0a2400000000000000237c4573671d2b20671d2b20671d2b20737628216d1d
06abc46d5dbd012b170c97d142c6b679183159197e9d3f6a76ba5e5abf999725,1,7f454c4602010100000000000000000002003e000100000000a04000000000004000000000000000403722000000000000000000400038000800400020001d000600000005000000400000000000000040004000000000004000400000000000c001000000000000c0010000000000000800000000000000030000000400000000020000000000000002400000000000000240000000
9db958bc5b4a21340ceeeb8c36873aa6bd02a460e688de56ccbba945384b1926,1,4d5a90000300000004000000ffff0000b800000000000000400000000000000000000000000000000000000000000000000000000000000000000000180100000e1fba0e00b409cd21b8014ccd21546869732070726f6772616d2063616e6e6f742062652072756e20696e20444f53206d6f64652e0d0d0a24000000000000000ae0bd224e81d3714e81d3714e81d3715aead7704381
2598e8adb87976abe48f0eba4bbb9a7cb69439e0c133b21aee3845dfccf3fb8f,1,4d5a90000300000004000000ffff0000b800000000000000400000000000000000000000000000000000000000000000000000000000000000000000180100000e1fba0e00b409cd21b8014ccd21546869732070726f6772616d2063616e6e6f742062652072756e20696e20444f53206d6f64652e0d0d0a24000000000000000ae0bd224e81d3714e81d3714e81d3715aead7704381
5fda381a9884f7be2d57b8a290f389578a9d2f63e2ecb98bd773248a7eb99fa2,1,4d5a90000300000004000000ffff0000b800000000000000400000000000000000000000000000000000000000000000000000000000000000000000180100000e1fba0e00b409cd21b8014ccd21546869732070726f6772616d2063616e6e6f742062652072756e20696e20444f53206d6f64652e0d0d0a24000000000000000ae0bd224e81d3714e81d3714e81d3715aead7704381
f484f919ba6e36ff33e4fb391b8859a94d89c172a465964f99d6113b55ced429,1,4d5a90000300000004000000ffff0000b800000000000000400000000000000000000000000000000000000000000000000000000000000000000000180100000e1fba0e00b409cd21b8014ccd21546869732070726f6772616d2063616e6e6f742062652072756e20696e20444f53206d6f64652e0d0d0a24000000000000000ae0bd224e81d3714e81d3714e81d3715aead7704381
491c2b32095174b9de2fd799732a6f84878c2e23b9bb560cd3155cbdc65e2b80,1,4d5a90000300000004000000ffff0000b800000000000000400000000000000000000000000000000000000000000000000000000000000000000000180100000e1fba0e00b409cd21b8014ccd21546869732070726f6772616d2063616e6e6f742062652072756e20696e20444f53206d6f64652e0d0d0a2400000000000000ac87a2ace8e6ccffe8e6ccffe8e6ccfffc8dcffee6e6
7cbfea0bff4b373a175327d6cc395f6c176dab1cedf9075e7130508bec4d5393,1,4d5a90000300000004000000ffff0000b800000000000000400000000000000000000000000000000000000000000000000000000000000000000000180100000e1fba0e00b409cd21b8014ccd21546869732070726f6772616d2063616e6e6f742062652072756e20696e20444f53206d6f64652e0d0d0a2400000000000000ac87a2ace8e6ccffe8e6ccffe8e6ccfffc8dcffee6e6
